Official Full Name,"Official Symbol
",Gene type,Location,Exon Count,Chromosome,"HPO Term Identifier
","HPO Association
"
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000316,Hypertelorism
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000668,Hypodontia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000327,Hypoplasia of the maxilla
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002866,Hypoplastic iliac wing
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0004383,Hypoplastic left ventricle
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000047,Hypospadias
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001252,Hypotonia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0100710,Impulsivity
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002311,Incoordination
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0003593,Infantile onset
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000023,Inguinal hernia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001249,Intellectual disability
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002566,Intestinal malrotation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001511,Intrauterine growth retardation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001382,Joint hypermobility
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0010562,Keloids
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002700,Large foramen magnum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0008752,Laryngeal cartilage malformation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001601,Laryngomalacia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001909,Leukemia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000527,Long eyelashes
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000343,Long philtrum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000294,Low anterior hairline
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0009765,Low hanging columella
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002162,Low posterior hairline
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000369,Low-set ears
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002858,Meningioma
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000252,Microcephaly
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000347,Micrognathia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001634,Mitral valve prolapse
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001270,Motor delay
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000733,Motor stereotypy
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000545,Myopia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000160,Narrow mouth
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000446,Narrow nasal bridge
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000189,Narrow palate
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011470,Nasogastric tube feeding in infancy
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000579,Nasolacrimal duct obstruction
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000695,Natal tooth
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002664,Neoplasm
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000787,Nephrolithiasis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0012758,Neurodevelopmental delay
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000639,Nystagmus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001513,Obesity
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002870,Obstructive sleep apnea
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000388,Otitis media
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000396,Overfolded helix
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001845,Overlapping toe
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0025502,Overweight
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0025269,Panic attack
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0009715,Papillary cystadenoma of the epididymis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002697,Parietal foramina
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002999,Patellar dislocation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001643,Patent ductus arteriosus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001655,Patent foramen ovale
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000767,Pectus excavatum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011682,Perimembranous ventricular septal defect
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0005301,Persistent left superior vena cava
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001763,Pes planus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002183,Phonophobia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0030434,Pilomatrixoma
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0008107,Plantar crease between first and second toes
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002090,Pneumonia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0010442,Polydactyly
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001561,Polyhydramnios
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0008897,Postnatal growth retardation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0010314,Premature thelarche
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001212,Prominent fingertip pads
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011220,Prominent forehead
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011238,Prominent inferior crus of antihelix
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0005322,Prominent nasal septum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000448,Prominent nose
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000520,Proptosis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000411,Protruding ear
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000508,Ptosis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001642,Pulmonic stenosis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0005895,Radial deviation of thumb terminal phalanx
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002205,Recurrent respiratory infections
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002788,Recurrent upper respiratory tract infections
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000010,Recurrent urinary tract infections
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0034323,Reduced circulating growth hormone concentration
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0012760,Reduced social responsiveness
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002098,Respiratory distress
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011947,Respiratory tract infection
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000488,Retinopathy
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000278,Retrognathia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001852,Sandal gap
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002650,Scoliosis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0005484,Secondary microcephaly
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001250,Seizure
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0100716,Self-injurious behavior
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000742,Self-mutilation
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000407,Sensorineural hearing impairment
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000049,Shawl scrotum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000736,Short attention span
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002000,Short columella
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0400005,Short ear
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0003196,Short nose
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0012745,Short palpebral fissure
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000322,Short philtrum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0004322,Short stature
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0009778,Short thumb
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0020206,Simple ear
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000954,Single transverse palmar crease
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0200006,Slanting of the palpebral fissure
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001518,Small for gestational age
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000319,Smooth philtrum
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0007086,Social and occupational deterioration
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0008070,Sparse hair
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002414,Spina bifida
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0003298,Spina bifida occulta
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0010302,Spinal cord tumor
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0003745,Sporadic
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000321,Square face
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000486,Strabismus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011069,Supernumerary tooth
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001159,Syndactyly
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0003396,Syringomyelia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001762,Talipes equinovarus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0011087,Talon cusp
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000506,Telecanthus
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002144,Tethered cord
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000574,Thick eyebrow
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000219,Thin upper lip vermilion
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001128,Trichiasis
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001956,Truncal obesity
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001537,Umbilical hernia
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000430,Underdeveloped nasal alae
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0002317,Unsteady gait
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000582,Upslanted palpebral fissure
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0010775,Vascular ring
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0001629,Ventricular septal defect
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000076,Vesicoureteral reflux
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000260,Wide anterior fontanel
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0000431,Wide nasal bridge
CREB binding lysine acetyltransferase,CREBBP,protein-coding,16p13.3,33,16,HP:0006200,Widened distal phalanges
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000356,Abnormality of the outer ear
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001274,Agenesis of corpus callosum
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001631,Atrial septal defect
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000717,Autism
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000006,Autosomal dominant inheritance
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000581,Blepharophimosis
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000414,Bulbous nose
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0012385,Camptodactyly
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0010536,Central sleep apnea
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0030084,Clinodactyly
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0003577,Congenital onset
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002019,Constipation
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002212,Curly hair
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0025336,Delayed ability to sit
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0031936,Delayed ability to walk
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000750,Delayed speech and language development
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002714,Downturned corners of mouth
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000286,Epicanthus
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002572,Episodic vomiting
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000324,Facial asymmetry
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0011968,Feeding difficulties
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002020,Gastroesophageal reflux
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002121,Generalized non-motor (absence) seizure
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001263,Global developmental delay
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002553,Highly arched eyebrow
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0000316,Hypertelorism
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0002079,Hypoplasia of the corpus callosum
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001252,Hypotonia
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001249,Intellectual disability
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001511,Intrauterine growth retardation
cyclin dependent kinase 13,CDK13,protein-coding,7p14.1,16,7,HP:0001382,Joint hypermobility
